jurisd_local_id,parent_abbrev,abbrev,name,lexlabel
12,BR,AC,Acre,acre
13,BR,AM,Amazonas,amazonas
11,BR,RO,Rondônia,rondonia
14,BR,RR,Roraima,roraima
15,BR,PA,Pará,para
16,BR,AP,Amapá,amapa
17,BR,TO,Tocantins,tocantins
21,BR,MA,Maranhão,maranhao
22,BR,PI,Piauí,piaui
23,BR,CE,Ceará,ceara
24,BR,RN,Rio Grande do Norte,rio.grande.norte
25,BR,PB,Paraíba,paraiba
26,BR,PE,Pernambuco,pernambuco
27,BR,AL,Alagoas,alagoas
28,BR,SE,Sergipe,sergipe
29,BR,BA,Bahia,bahia
31,BR,MG,Minas Gerais,minas.gerais
32,BR,ES,Espírito Santo,espirito.santo
35,BR,SP,São Paulo,sao.paulo
41,BR,PR,Paraná,parana
42,BR,SC,Santa Catarina,santa.catarina
43,BR,RS,Rio Grande do Sul,rio.grande.sul
50,BR,MS,Mato Grosso do Sul,mato.grosso.sul
51,BR,MT,Mato Grosso,mato.grosso
52,BR,GO,Goiás,goias
53,BR,DF,Distrito Federal,distrito.federal
1100015,RO,,Alta Floresta D'Oeste,alta.floresta.oeste
1100023,RO,AQS,Ariquemes,ariquemes
1100031,RO,,Cabixi,cabixi
1100049,RO,CWL,Cacoal,cacoal
1100056,RO,CJW,Cerejeiras,cerejeiras
1100064,RO,KLO,Colorado do Oeste,colorado.oeste
1100072,RO,,Corumbiara,corumbiara
1100080,RO,CMR,Costa Marques,costa.marques
1100098,RO,,Espigão D'Oeste,espigao.oeste
1100106,RO,GUM,Guajará-Mirim,guajara.mirim
1100114,RO,JAW,Jaru,jaru
1100122,RO,JIP,Ji-Paraná,ji.parana
1100130,RO,,Machadinho D'Oeste,machadinho.oeste
1100148,RO,,Nova Brasilândia D'Oeste,nova.brasilandia.oeste
1100155,RO,OPO,Ouro Preto do Oeste,ouro.preto.oeste
1100189,RO,PBW,Pimenta Bueno,pimenta.bueno
1100205,RO,PVO,Porto Velho,porto.velho
1100254,RO,PYM,Presidente Médici,presidente.medici
1100262,RO,RCR,Rio Crespo,rio.crespo
1100288,RO,RMM,Rolim de Moura,rolim.moura
1100296,RO,,Santa Luzia D'Oeste,santa.luzia.oeste
1100304,RO,VHA,Vilhena,vilhena
1100320,RO,,São Miguel do Guaporé,sao.miguel.guapore
1100338,RO,,Nova Mamoré,nova.mamore
1100346,RO,,Alvorada D'Oeste,alvorada.oeste
1100379,RO,,Alto Alegre dos Parecis,alto.alegre.parecis
1100403,RO,,Alto Paraíso,alto.paraiso
1100452,RO,,Buritis,buritis
1100502,RO,,Novo Horizonte do Oeste,novo.horizonte.oeste
1100601,RO,,Cacaulândia,cacaulandia
1100700,RO,,Campo Novo de Rondônia,campo.novo.rondonia
1100809,RO,,Candeias do Jamari,candeias.jamari
1100908,RO,,Castanheiras,castanheiras
1100924,RO,,Chupinguaia,chupinguaia
1100940,RO,,Cujubim,cujubim
1101005,RO,GJT,Governador Jorge Teixeira,governador.jorge.teixeira
1101104,RO,,Itapuã do Oeste,itapua.oeste
1101203,RO,,Ministro Andreazza,ministro.andreazza
1101302,RO,,Mirante da Serra,mirante.serra
1101401,RO,MNK,Monte Negro,monte.negro
1101435,RO,,Nova União,nova.uniao
1101450,RO,,Parecis,parecis
1101468,RO,,Pimenteiras do Oeste,pimenteiras.oeste
1101476,RO,,Primavera de Rondônia,primavera.rondonia
1101484,RO,,São Felipe D'Oeste,sao.felipe.oeste
1101492,RO,,São Francisco do Guaporé,sao.francisco.guapore
1101500,RO,,Seringueiras,seringueiras
1101559,RO,,Teixeirópolis,teixeiropolis
1101609,RO,,Theobroma,theobroma
1101708,RO,,Urupá,urupa
1101757,RO,,Vale do Anari,vale.anari
1101807,RO,,Vale do Paraíso,vale.paraiso
1200013,AC,,Acrelândia,acrelandia
1200054,AC,ABL,Assis Brasil,assis.brasil
1200104,AC,BLI,Brasiléia,brasileia
1200138,AC,,Bujari,bujari
1200179,AC,,Capixaba,capixaba
1200203,AC,CZU,Cruzeiro do Sul,cruzeiro.sul
1200252,AC,EPT,Epitaciolândia,epitaciolandia
1200302,AC,FJO,Feijó,feijo
1200328,AC,,Jordão,jordao
1200336,AC,MLI,Mâncio Lima,mancio.lima
1200344,AC,,Manoel Urbano,manoel.urbano
1200351,AC,,Marechal Thaumaturgo,marechal.thaumaturgo
1200385,AC,PCY,Plácido de Castro,placido.castro
1200393,AC,,Porto Walter,porto.walter
1200401,AC,RBO,Rio Branco,rio.branco
1200427,AC,,Rodrigues Alves,rodrigues.alves
1200435,AC,,Santa Rosa do Purus,santa.rosa.purus
1200450,AC,SWD,Senador Guiomard,senador.guiomard
1200500,AC,SMD,Sena Madureira,sena.madureira
1200609,AC,TAU,Tarauacá,tarauaca
1200708,AC,XPI,Xapuri,xapuri
1200807,AC,,Porto Acre,porto.acre
1300029,AM,AVY,Alvarães,alvaraes
1300060,AM,ATK,Amaturá,amatura
1300086,AM,AAK,Anamã,anama
1300102,AM,ANR,Anori,anori
1300144,AM,,Apuí,apui
1300201,AM,ATN,Atalaia do Norte,atalaia.norte
1300300,AM,AZS,Autazes,autazes
1300409,AM,BCL,Barcelos,barcelos
1300508,AM,BAE,Barreirinha,barreirinha
1300607,AM,BCT,Benjamin Constant,benjamin.constant
1300631,AM,BRY,Beruri,beruri
1300680,AM,BVK,Boa Vista do Ramos,boa.vista.ramos
1300706,AM,BDE,Boca do Acre,boca.acre
1300805,AM,BBA,Borba,borba
1300839,AM,CGW,Caapiranga,caapiranga
1300904,AM,CTM,Canutama,canutama
1301001,AM,CUY,Carauari,carauari
1301100,AM,CXY,Careiro,careiro
1301159,AM,CVZ,Careiro da Várzea,careiro.varzea
1301209,AM,CRI,Coari,coari
1301308,AM,CJS,Codajás,codajas
1301407,AM,EIE,Eirunepé,eirunepe
1301506,AM,EVI,Envira,envira
1301605,AM,FTB,Fonte Boa,fonte.boa
1301654,AM,,Guajará,guajara
1301704,AM,HUT,Humaitá,humaita
1301803,AM,IXN,Ipixuna,ipixuna
1301852,AM,IRD,Iranduba,iranduba
1301902,AM,IOT,Itacoatiara,itacoatiara
1301951,AM,IKT,Itamarati,itamarati
1302009,AM,IXT,Itapiranga,itapiranga
1302108,AM,JPU,Japurá,japura
1302207,AM,JRA,Juruá,jurua
1302306,AM,JTY,Jutaí,jutai
1302405,AM,LEA,Lábrea,labrea
1302504,AM,MPU,Manacapuru,manacapuru
1302553,AM,MQR,Manaquiri,manaquiri
1302603,AM,MNS,Manaus,manaus
1302702,AM,MIC,Manicoré,manicore
1302801,AM,MAX,Maraã,maraa
1302900,AM,MUS,Maués,maues
1303007,AM,NHM,Nhamundá,nhamunda
1303106,AM,NLN,Nova Olinda do Norte,nova.olinda.norte
1303205,AM,NOR,Novo Airão,novo.airao
1303304,AM,NON,Novo Aripuanã,novo.aripuana
1303403,AM,PAR,Parintins,parintins
1303502,AM,PYI,Pauini,pauini
1303536,AM,PFG,Presidente Figueiredo,presidente.figueiredo
1303569,AM,RPE,Rio Preto da Eva,rio.preto.eva
1303601,AM,SZL,Santa Isabel do Rio Negro,santa.isabel.rio.negro
1303700,AM,SIC,Santo Antônio do Içá,santo.antonio.ica
1303809,AM,SBH,São Gabriel da Cachoeira,sao.gabriel.cachoeira
1303908,AM,SDO,São Paulo de Olivença,sao.paulo.olivenca
1303957,AM,SKK,São Sebastião do Uatumã,sao.sebastiao.uatuma
1304005,AM,SKV,Silves,silves
1304062,AM,TBN,Tabatinga,tabatinga
1304104,AM,TPU,Tapauá,tapaua
1304203,AM,TFE,Tefé,tefe
1304237,AM,TNI,Tonantins,tonantins
1304260,AM,UAI,Uarini,uarini
1304302,AM,UUR,Urucará,urucara
1304401,AM,UCU,Urucurituba,urucurituba
1400027,RR,,Amajari,amajari
1400050,RR,AER,Alto Alegre,alto.alegre
1400100,RR,BVA,Boa Vista,boa.vista
1400159,RR,BFI,Bonfim,bonfim
1400175,RR,,Cantá,canta
1400209,RR,CKR,Caracaraí,caracarai
1400233,RR,,Caroebe,caroebe
1400282,RR,,Iracema,iracema
1400308,RR,MJI,Mucajaí,mucajai
1400407,RR,NRD,Normandia,normandia
1400456,RR,,Pacaraima,pacaraima
1400472,RR,,Rorainópolis,rorainopolis
0,INT,BR,Brasil,br
1400506,RR,SBZ,São João da Baliza,sao.joao.baliza
1400605,RR,SZW,São Luiz,sao.luiz
1400704,RR,,Uiramutã,uiramuta
1500107,PA,ABT,Abaetetuba,abaetetuba
1500131,PA,,Abel Figueiredo,abel.figueiredo
1500206,PA,AKA,Acará,acara
1500305,PA,AFU,Afuá,afua
1500347,PA,,Água Azul do Norte,agua.azul.norte
1500404,PA,ALQ,Alenquer,alenquer
1500503,PA,AMM,Almeirim,almeirim
1500602,PA,ATM,Altamira,altamira
1500701,PA,AAJ,Anajás,anajas
1500800,PA,AIU,Ananindeua,ananindeua
1500859,PA,,Anapu,anapu
1500909,PA,AGU,Augusto Corrêa,augusto.correa
1500958,PA,,Aurora do Pará,aurora.para
1501006,PA,AVE,Aveiro,aveiro
1501105,PA,BGX,Bagre,bagre
1501204,PA,BIO,Baião,baiao
1501253,PA,,Bannach,bannach
1501303,PA,BCN,Barcarena,barcarena
1501402,PA,BLM,Belém,belem
1501451,PA,,Belterra,belterra
1501501,PA,BVS,Benevides,benevides
1501576,PA,BJT,Bom Jesus do Tocantins,bom.jesus.tocantins
1501600,PA,BNX,Bonito,bonito
1501709,PA,BGN,Bragança,braganca
1501725,PA,,Brasil Novo,brasil.novo
1501758,PA,BGG,Brejo Grande do Araguaia,brejo.grande.araguaia
1501782,PA,,Breu Branco,breu.branco
1501808,PA,BRV,Breves,breves
1501907,PA,BUJ,Bujaru,bujaru
1501956,PA,,Cachoeira do Piriá,cachoeira.piria
1502004,PA,CHR,Cachoeira do Arari,cachoeira.arari
1502103,PA,CME,Cametá,cameta
1502152,PA,CKJ,Canaã dos Carajás,canaa.carajas
1502202,PA,CPN,Capanema,capanema
1502301,PA,CPC,Capitão Poço,capitao.poco
1502400,PA,CAH,Castanhal,castanhal
1502509,PA,CKV,Chaves,chaves
1502608,PA,CLK,Colares,colares
1502707,PA,CIR,Conceição do Araguaia,conceicao.araguaia
1502756,PA,CPZ,Concórdia do Pará,concordia.para
1502764,PA,,Cumaru do Norte,cumaru.norte
1502772,PA,CLZ,Curionópolis,curionopolis
1502806,PA,CYH,Curralinho,curralinho
1502855,PA,,Curuá,curua
1502905,PA,CUU,Curuçá,curuca
1502939,PA,DEU,Dom Eliseu,dom.eliseu
1502954,PA,,Eldorado do Carajás,eldorado.carajas
1503002,PA,FRO,Faro,faro
1503044,PA,,Floresta do Araguaia,floresta.araguaia
1503077,PA,GFN,Garrafão do Norte,garrafao.norte
1503093,PA,,Goianésia do Pará,goianesia.para
1503101,PA,GRW,Gurupá,gurupa
1503200,PA,IGC,Igarapé-Açu,igarape.acu
1503309,PA,IGM,Igarapé-Miri,igarape.miri
1503408,PA,IHG,Inhangapi,inhangapi
1503457,PA,,Ipixuna do Pará,ipixuna.para
1503507,PA,IYT,Irituia,irituia
1503606,PA,IAB,Itaituba,itaituba
1503705,PA,INK,Itupiranga,itupiranga
1503754,PA,,Jacareacanga,jacareacanga
1503804,PA,JUN,Jacundá,jacunda
1503903,PA,JUT,Juruti,juruti
1504000,PA,LJU,Limoeiro do Ajuru,limoeiro.ajuru
1504059,PA,MRK,Mãe do Rio,mae.rio
1504109,PA,MGH,Magalhães Barata,magalhaes.barata
1504208,PA,MBA,Marabá,maraba
1504307,PA,MCA,Maracanã,maracana
1504406,PA,MPM,Marapanim,marapanim
1504422,PA,,Marituba,marituba
1504455,PA,MDW,Medicilândia,medicilandia
1504505,PA,MEC,Melgaço,melgaco
1504604,PA,MJB,Mocajuba,mocajuba
33,BR,RJ,Rio de Janeiro,rio.janeiro
1504703,PA,MOJ,Moju,moju
1504752,PA,,Mojuí dos Campos,mojui.campos
1504802,PA,MNG,Monte Alegre,monte.alegre
1504901,PA,MUA,Muaná,muana
1504950,PA,,Nova Esperança do Piriá,nova.esperanca.piria
1504976,PA,,Nova Ipixuna,nova.ipixuna
1505007,PA,NMB,Nova Timboteua,nova.timboteua
1505031,PA,,Novo Progresso,novo.progresso
1505064,PA,,Novo Repartimento,novo.repartimento
1505106,PA,OIS,Óbidos,obidos
1505205,PA,OEA,Oeiras do Pará,oeiras.para
1505304,PA,OXA,Oriximiná,oriximina
1505403,PA,OUM,Ourém,ourem
1505437,PA,OAN,Ourilândia do Norte,ourilandia.norte
1505486,PA,PCJ,Pacajá,pacaja
1505494,PA,,Palestina do Pará,palestina.para
1505502,PA,PGN,Paragominas,paragominas
1505536,PA,PUP,Parauapebas,parauapebas
1505551,PA,,Pau D'Arco,pau.arco
1505601,PA,PXB,Peixe-Boi,peixe.boi
1505635,PA,,Piçarra,picarra
1505650,PA,,Placas,placas
1505700,PA,PPD,Ponta de Pedras,ponta.pedras
1505809,PA,POR,Portel,portel
1505908,PA,PMZ,Porto de Moz,porto.moz
1506005,PA,PAH,Prainha,prainha
1506104,PA,PVR,Primavera,primavera
1506112,PA,,Quatipuru,quatipuru
1506138,PA,RDO,Redenção,redencao
1506161,PA,RMA,Rio Maria,rio.maria
1506187,PA,RNP,Rondon do Pará,rondon.para
1508159,PA,UAA,Uruará,uruara
1506195,PA,RRI,Rurópolis,ruropolis
1506203,PA,SAS,Salinópolis,salinopolis
1506302,PA,SLV,Salvaterra,salvaterra
1506351,PA,,Santa Bárbara do Pará,santa.barbara.para
1506401,PA,SZR,Santa Cruz do Arari,santa.cruz.arari
1506500,PA,,Santa Izabel do Pará,santa.izabel.para
1506559,PA,,Santa Luzia do Pará,santa.luzia.para
1506583,PA,SBQ,Santa Maria das Barreiras,santa.maria.barreiras
1506609,PA,SID,Santa Maria do Pará,santa.maria.para
1506708,PA,SGU,Santana do Araguaia,santana.araguaia
1506807,PA,SRM,Santarém,santarem
1506906,PA,SKN,Santarém Novo,santarem.novo
1507003,PA,STT,Santo Antônio do Tauá,santo.antonio.taua
1507102,PA,SCO,São Caetano de Odivelas,sao.caetano.odivelas
1507151,PA,,São Domingos do Araguaia,sao.domingos.araguaia
1507201,PA,SXL,São Domingos do Capim,sao.domingos.capim
1507300,PA,SXU,São Félix do Xingu,sao.felix.xingu
1507409,PA,SAF,São Francisco do Pará,sao.francisco.para
1507458,PA,SGZ,São Geraldo do Araguaia,sao.geraldo.araguaia
1507466,PA,,São João da Ponta,sao.joao.ponta
1507474,PA,SBJ,São João de Pirabas,sao.joao.pirabas
1507508,PA,SOG,São João do Araguaia,sao.joao.araguaia
1507607,PA,SMG,São Miguel do Guamá,sao.miguel.guama
1507706,PA,SET,São Sebastião da Boa Vista,sao.sebastiao.boa.vista
1507755,PA,,Sapucaia,sapucaia
1507805,PA,SJF,Senador José Porfírio,senador.jose.porfirio
1507904,PA,SUR,Soure,soure
1507953,PA,TLA,Tailândia,tailandia
1507961,PA,,Terra Alta,terra.alta
1507979,PA,,Terra Santa,terra.santa
1508001,PA,TOU,Tomé-Açu,tome.acu
1508035,PA,,Tracuateua,tracuateua
1508050,PA,,Trairão,trairao
1508084,PA,TCA,Tucumã,tucuma
1508100,PA,TUU,Tucuruí,tucurui
1508126,PA,,Ulianópolis,ulianopolis
1508209,PA,VGI,Vigia,vigia
1508308,PA,VSU,Viseu,viseu
1508357,PA,,Vitória do Xingu,vitoria.xingu
1508407,PA,XGA,Xinguara,xinguara
1600055,AP,,Serra do Navio,serra.navio
1600105,AP,AAP,Amapá,amapa
1600154,AP,,Pedra Branca do Amapari,pedra.branca.amapari
1600204,AP,COK,Calçoene,calcoene
1600212,AP,,Cutias,cutias
1600238,AP,FEG,Ferreira Gomes,ferreira.gomes
1600253,AP,,Itaubal,itaubal
1600279,AP,LJI,Laranjal do Jari,laranjal.jari
1600303,AP,MPA,Macapá,macapa
1600402,AP,MZG,Mazagão,mazagao
1600501,AP,OPQ,Oiapoque,oiapoque
1600535,AP,,Porto Grande,porto.grande
1600550,AP,,Pracuúba,pracuuba
1600600,AP,SQA,Santana,santana
1600709,AP,TGO,Tartarugalzinho,tartarugalzinho
1600808,AP,,Vitória do Jari,vitoria.jari
1700251,TO,,Abreulândia,abreulandia
1700301,TO,,Aguiarnópolis,aguiarnopolis
1700350,TO,ANZ,Aliança do Tocantins,alianca.tocantins
1700400,TO,AMS,Almas,almas
1700707,TO,AVO,Alvorada,alvorada
1701002,TO,ANW,Ananás,ananas
1701051,TO,,Angico,angico
1701101,TO,AKN,Aparecida do Rio Negro,aparecida.rio.negro
1701309,TO,,Aragominas,aragominas
1701903,TO,AGC,Araguacema,araguacema
1702000,TO,AGW,Araguaçu,araguacu
1702109,TO,ARN,Araguaína,araguaina
1702158,TO,,Araguanã,araguana
1702208,TO,AGN,Araguatins,araguatins
1702307,TO,AAO,Arapoema,arapoema
1702406,TO,AAX,Arraias,arraias
1702554,TO,AIO,Augustinópolis,augustinopolis
1702703,TO,AUT,Aurora do Tocantins,aurora.tocantins
1716208,TO,PNK,Paranã,parana
1702901,TO,AXX,Axixá do Tocantins,axixa.tocantins
1703008,TO,BBU,Babaçulândia,babaculandia
1703057,TO,,Bandeirantes do Tocantins,bandeirantes.tocantins
1709500,TO,GUR,Gurupi,gurupi
1703073,TO,,Barra do Ouro,barra.ouro
1703107,TO,BRD,Barrolândia,barrolandia
1703206,TO,BSY,Bernardo Sayão,bernardo.sayao
1703305,TO,,Bom Jesus do Tocantins,bom.jesus.tocantins
1703602,TO,,Brasilândia do Tocantins,brasilandia.tocantins
1703701,TO,BNZ,Brejinho de Nazaré,brejinho.nazare
1703800,TO,BNE,Buriti do Tocantins,buriti.tocantins
1703826,TO,,Cachoeirinha,cachoeirinha
1703842,TO,,Campos Lindos,campos.lindos
1703867,TO,,Cariri do Tocantins,cariri.tocantins
1703883,TO,,Carmolândia,carmolandia
1703891,TO,,Carrasco Bonito,carrasco.bonito
1703909,TO,CSZ,Caseara,caseara
1704105,TO,,Centenário,centenario
1704600,TO,,Chapada de Areia,chapada.areia
1705102,TO,,Chapada da Natividade,chapada.natividade
1705508,TO,CGO,Colinas do Tocantins,colinas.tocantins
1705557,TO,CBZ,Combinado,combinado
1705607,TO,CKO,Conceição do Tocantins,conceicao.tocantins
1706001,TO,,Couto Magalhães,couto.magalhaes
1706100,TO,CIA,Cristalândia,cristalandia
1706258,TO,,Crixás do Tocantins,crixas.tocantins
1706506,TO,,Darcinópolis,darcinopolis
1707009,TO,DIS,Dianópolis,dianopolis
1707108,TO,DNG,Divinópolis do Tocantins,divinopolis.tocantins
1707207,TO,DIR,Dois Irmãos do Tocantins,dois.irmaos.tocantins
1707306,TO,DRE,Dueré,duere
1707405,TO,,Esperantina,esperantina
1707553,TO,FTM,Fátima,fatima
1707652,TO,FGP,Figueirópolis,figueiropolis
1707702,TO,FLF,Filadélfia,filadelfia
1708205,TO,FOR,Formoso do Araguaia,formoso.araguaia
1708254,TO,,Fortaleza do Tabocão,fortaleza.tabocao
1708304,TO,GTE,Goianorte,goianorte
1709005,TO,GOT,Goiatins,goiatins
1709302,TO,GUI,Guaraí,guarai
1709807,TO,,Ipueiras,ipueiras
1710508,TO,ICJ,Itacajá,itacaja
1710706,TO,IUK,Itaguatins,itaguatins
1710904,TO,,Itapiratins,itapiratins
1711100,TO,IGS,Itaporã do Tocantins,itapora.tocantins
1711506,TO,,Jaú do Tocantins,jau.tocantins
1711803,TO,,Juarina,juarina
1711902,TO,,Lagoa da Confusão,lagoa.confusao
1711951,TO,,Lagoa do Tocantins,lagoa.tocantins
1712009,TO,,Lajeado,lajeado
1712157,TO,,Lavandeira,lavandeira
1712405,TO,LZD,Lizarda,lizarda
1712454,TO,,Luzinópolis,luzinopolis
1712504,TO,MKN,Marianópolis do Tocantins,marianopolis.tocantins
1712702,TO,,Mateiros,mateiros
1712801,TO,,Maurilândia do Tocantins,maurilandia.tocantins
1713205,TO,MNE,Miracema do Tocantins,miracema.tocantins
1713304,TO,MRR,Miranorte,miranorte
1713601,TO,MTC,Monte do Carmo,monte.carmo
1713700,TO,,Monte Santo do Tocantins,monte.santo.tocantins
1713809,TO,,Palmeiras do Tocantins,palmeiras.tocantins
1713957,TO,,Muricilândia,muricilandia
1714203,TO,NDD,Natividade,natividade
1714302,TO,,Nazaré,nazare
1714880,TO,NAO,Nova Olinda,nova.olinda
1715002,TO,NRL,Nova Rosalândia,nova.rosalandia
1715101,TO,NOA,Novo Acordo,novo.acordo
1715150,TO,,Novo Alegre,novo.alegre
1715259,TO,,Novo Jardim,novo.jardim
1715507,TO,,Oliveira de Fátima,oliveira.fatima
1715705,TO,,Palmeirante,palmeirante
1715754,TO,PMP,Palmeirópolis,palmeiropolis
1716109,TO,PIT,Paraíso do Tocantins,paraiso.tocantins
1716307,TO,,Pau D'Arco,pau.arco
1716505,TO,PDF,Pedro Afonso,pedro.afonso
1716604,TO,PXE,Peixe,peixe
1716653,TO,PZR,Pequizeiro,pequizeiro
1716703,TO,KLM,Colméia,colmeia
1717008,TO,PMG,Pindorama do Tocantins,pindorama.tocantins
1717206,TO,,Piraquê,piraque
1717503,TO,PUM,Pium,pium
1717800,TO,PEJ,Ponte Alta do Bom Jesus,ponte.alta.bom.jesus
1717909,TO,POL,Ponte Alta do Tocantins,ponte.alta.tocantins
1718006,TO,PTT,Porto Alegre do Tocantins,porto.alegre.tocantins
1718204,TO,PXC,Porto Nacional,porto.nacional
1718303,TO,PZN,Praia Norte,praia.norte
1718402,TO,PKY,Presidente Kennedy,presidente.kennedy
1718451,TO,,Pugmil,pugmil
1718501,TO,,Recursolândia,recursolandia
1718550,TO,,Riachinho,riachinho
1718659,TO,,Rio da Conceição,rio.conceicao
1718709,TO,,Rio dos Bois,rio.bois
1718758,TO,RSN,Rio Sono,rio.sono
1718808,TO,SZP,Sampaio,sampaio
1718840,TO,,Sandolândia,sandolandia
1718865,TO,,Santa Fé do Araguaia,santa.fe.araguaia
1718881,TO,,Santa Maria do Tocantins,santa.maria.tocantins
1718899,TO,,Santa Rita do Tocantins,santa.rita.tocantins
1718907,TO,STD,Santa Rosa do Tocantins,santa.rosa.tocantins
1719004,TO,SWX,Santa Tereza do Tocantins,santa.tereza.tocantins
1720002,TO,,Santa Terezinha do Tocantins,santa.terezinha.tocantins
1720101,TO,,São Bento do Tocantins,sao.bento.tocantins
1720150,TO,,São Félix do Tocantins,sao.felix.tocantins
1720200,TO,,São Miguel do Tocantins,sao.miguel.tocantins
1720259,TO,,São Salvador do Tocantins,sao.salvador.tocantins
1720309,TO,SCT,São Sebastião do Tocantins,sao.sebastiao.tocantins
1720499,TO,SVL,São Valério,sao.valerio
1720655,TO,SVP,Silvanópolis,silvanopolis
1720804,TO,SVO,Sítio Novo do Tocantins,sitio.novo.tocantins
1720853,TO,,Sucupira,sucupira
1720903,TO,TGG,Taguatinga,taguatinga
1720937,TO,,Taipas do Tocantins,taipas.tocantins
1720978,TO,,Talismã,talisma
1721000,TO,PMJ,Palmas,palmas
1721109,TO,TAT,Tocantínia,tocantinia
1721208,TO,TNS,Tocantinópolis,tocantinopolis
1721257,TO,,Tupirama,tupirama
1721307,TO,,Tupiratins,tupiratins
1722081,TO,WDA,Wanderlândia,wanderlandia
1722107,TO,XMA,Xambioá,xambioa
2100055,MA,ACD,Açailândia,acailandia
2100105,MA,ASH,Afonso Cunha,afonso.cunha
2100154,MA,,Água Doce do Maranhão,agua.doce.maranhao
2100204,MA,ALN,Alcântara,alcantara
2100303,MA,ASA,Aldeias Altas,aldeias.altas
2100402,MA,ALO,Altamira do Maranhão,altamira.maranhao
2100436,MA,,Alto Alegre do Maranhão,alto.alegre.maranhao
2100477,MA,,Alto Alegre do Pindaré,alto.alegre.pindare
2100501,MA,ATP,Alto Parnaíba,alto.parnaiba
2100550,MA,,Amapá do Maranhão,amapa.maranhao
2100600,MA,ATH,Amarante do Maranhão,amarante.maranhao
2100709,MA,ANJ,Anajatuba,anajatuba
2100808,MA,ARW,Anapurus,anapurus
2100832,MA,,Apicum-Açu,apicum.acu
2100873,MA,,Araguanã,araguana
2100907,MA,AIS,Araioses,araioses
2100956,MA,ARM,Arame,arame
2101004,MA,AAR,Arari,arari
2101103,MA,AXI,Axixá,axixa
2101202,MA,BBL,Bacabal,bacabal
2101251,MA,,Bacabeira,bacabeira
2101301,MA,BAU,Bacuri,bacuri
2101350,MA,,Bacurituba,bacurituba
2101400,MA,BLA,Balsas,balsas
2101509,MA,BJU,Barão de Grajaú,barao.grajau
2101608,MA,BDC,Barra do Corda,barra.corda
2101707,MA,BIH,Barreirinhas,barreirinhas
2101731,MA,,Belágua,belagua
2101772,MA,,Bela Vista do Maranhão,bela.vista.maranhao
2101806,MA,BED,Benedito Leite,benedito.leite
2101905,MA,BEQ,Bequimão,bequimao
2101939,MA,,Bernardo do Mearim,bernardo.mearim
2101970,MA,,Boa Vista do Gurupi,boa.vista.gurupi
2102002,MA,BOJ,Bom Jardim,bom.jardim
2102036,MA,,Bom Jesus das Selvas,bom.jesus.selvas
2102077,MA,,Bom Lugar,bom.lugar
2102101,MA,BRJ,Brejo,brejo
2102150,MA,,Brejo de Areia,brejo.areia
2102200,MA,BUI,Buriti,buriti
2102309,MA,BBV,Buriti Bravo,buriti.bravo
2102325,MA,,Buriticupu,buriticupu
2102358,MA,,Buritirana,buritirana
2102374,MA,,Cachoeira Grande,cachoeira.grande
2102408,MA,CAJ,Cajapió,cajapio
2102507,MA,CJI,Cajari,cajari
2102556,MA,,Campestre do Maranhão,campestre.maranhao
2102606,MA,CDN,Cândido Mendes,candido.mendes
2102705,MA,CHX,Cantanhede,cantanhede
2102754,MA,,Capinzal do Norte,capinzal.norte
2102804,MA,CRN,Carolina,carolina
2102903,MA,CTP,Carutapera,carutapera
2103000,MA,CXS,Caxias,caxias
2103109,MA,CKA,Cedral,cedral
2103125,MA,,Central do Maranhão,central.maranhao
2103158,MA,,Centro do Guilherme,centro.guilherme
2103174,MA,,Centro Novo do Maranhão,centro.novo.maranhao
2103208,MA,CHI,Chapadinha,chapadinha
2103257,MA,,Cidelândia,cidelandia
2103307,MA,CDO,Codó,codo
2103406,MA,CHT,Coelho Neto,coelho.neto
2103505,MA,COS,Colinas,colinas
2103554,MA,,Conceição do Lago-Açu,conceicao.lago.acu
2103604,MA,COR,Coroatá,coroata
2103703,MA,CUR,Cururupu,cururupu
2103752,MA,,Davinópolis,davinopolis
2103802,MA,,Dom Pedro,dom.pedro
2103901,MA,DQR,Duque Bacelar,duque.bacelar
2104008,MA,ESS,Esperantinópolis,esperantinopolis
2104057,MA,ETO,Estreito,estreito
2104073,MA,,Feira Nova do Maranhão,feira.nova.maranhao
2104081,MA,,Fernando Falcão,fernando.falcao
2104099,MA,,Formosa da Serra Negra,formosa.serra.negra
2104107,MA,FZG,Fortaleza dos Nogueiras,fortaleza.nogueiras
2104206,MA,FUA,Fortuna,fortuna
2104305,MA,GFV,Godofredo Viana,godofredo.viana
2104404,MA,GSD,Gonçalves Dias,goncalves.dias
2104503,MA,GHR,Governador Archer,governador.archer
2104552,MA,,Governador Edison Lobão,governador.edison.lobao
2104602,MA,GGB,Governador Eugênio Barros,governador.eugenio.barros
2104628,MA,,Governador Luiz Rocha,governador.luiz.rocha
2104651,MA,,Governador Newton Bello,governador.newton.bello
2104677,MA,,Governador Nunes Freire,governador.nunes.freire
2104701,MA,GNH,Graça Aranha,graca.aranha
2104800,MA,GJU,Grajaú,grajau
2104909,MA,GIM,Guimarães,guimaraes
2105005,MA,HCS,Humberto de Campos,humberto.campos
2105104,MA,ICT,Icatu,icatu
2105153,MA,,Igarapé do Meio,igarape.meio
2105203,MA,IGG,Igarapé Grande,igarape.grande
2105302,MA,ITZ,Imperatriz,imperatriz
